
Values: [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(3), Some(2), None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(3), Some(2), None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(3), None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), Some(2), None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), Some(2), None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), Some(2), None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), Some(2), None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), Some(2), Some(3), None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), Some(2), Some(3), None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), Some(2), Some(3), None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), Some(2), Some(3), None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), Some(2), Some(3), None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), Some(2), Some(3), None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), Some(2), None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), Some(2), None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), Some(1), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), Some(3), None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(1), None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(3), None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(3), None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(3), None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(3), None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(3), None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(3), None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), Some(1), None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), Some(3), None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(4), Some(2), None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), Some(4), Some(3), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(2), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(3), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(3), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(3), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(3), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(3), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(3), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(3), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(3), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(3), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(3), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(3), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), Some(1), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), Some(1), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), Some(3), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(2), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(0), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(0), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(0), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(0), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(0), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), None, None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), None, None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), None, None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), Some(2), None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), Some(2), None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), Some(2), None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), Some(2), None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), Some(2), None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), Some(2), Some(4), None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), Some(2), Some(4), None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), Some(2), Some(4), None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), Some(2), Some(4), Some(2), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), Some(2), Some(4), Some(2), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), Some(2), Some(4), Some(2), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), Some(2), Some(4), Some(2), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), Some(2), Some(4), Some(2), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), Some(2), Some(4), Some(2), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), Some(2), Some(4), Some(2), None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), Some(2), None, None, None, None, None, None, None, None, None, None, None]
Values: [Some(0), Some(4), Some(3), Some(1), Some(2), Some(1), Some(2), Some(4), Some(3), Some(0), Some(0), Some(1), Some(3), Some(2), None, None, None, None, None, None, None, None, None, None, None]
